N,k,z,local_radius,local_time,opt_radius,opt_time,gap
600,5,2,4.438159507155088,0.0,4.438159507155088,0.015744447708129883,1.0
600,5,3,4.301958812434207,0.0,4.301958812434207,0.0,1.0
600,5,3,4.301958812434207,0.0,4.301958812434207,0.0050048828125,1.0
600,5,4,4.11937928163703,0.0,4.11937928163703,0.004005908966064453,1.0
600,5,4,4.11937928163703,0.0,4.11937928163703,0.0059812068939208984,1.0
600,5,5,4.0848898503134325,0.0,4.0848898503134325,0.008872509002685547,1.0
600,5,6,4.0848898503134325,0.0,3.917728919553684,0.013941526412963867,1.042667814489521
600,10,0,3.917728919553684,0.0,3.917728919553684,0.0,1.0
600,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0020017623901367188,1.0
600,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0,1.0
600,10,2,3.8007924622117617,0.0017418861389160156,3.8007924622117617,0.0017399787902832031,1.0
600,10,3,3.7312595786972986,0.002002716064453125,3.7312595786972986,0.009881258010864258,1.0
600,10,3,3.7312595786972986,0.0,3.7312595786972986,0.007436513900756836,1.0
600,10,4,3.6798386929634175,0.0,3.6798386929634175,0.0438535213470459,1.0
600,10,4,3.6798386929634175,0.0,3.6798386929634175,0.047595977783203125,1.0
600,10,5,3.4273725311742416,0.0,3.4273725311742416,0.11743378639221191,1.0
600,10,6,3.423441492105022,0.004542827606201172,3.423441492105022,0.3141627311706543,1.0
650,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
650,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
650,5,1,5.1983281052275405,0.008044719696044922,5.1983281052275405,0.0,1.0
650,5,2,4.736501412121818,0.0009808540344238281,4.736501412121818,0.0,1.0
650,5,3,4.438159507155088,0.0,4.438159507155088,0.002741575241088867,1.0
650,5,3,4.438159507155088,0.0,4.438159507155088,0.0,1.0
650,5,4,4.301958812434207,0.0,4.301958812434207,0.006697177886962891,1.0
650,5,5,4.0848898503134325,0.0022077560424804688,4.0848898503134325,0.0078012943267822266,1.0
650,5,5,4.0848898503134325,0.0,4.0848898503134325,0.004203081130981445,1.0
650,5,6,3.994647111586393,0.0,3.994647111586393,0.016181468963623047,1.0
650,10,0,3.917728919553684,0.0,3.917728919553684,0.0,1.0
650,10,1,3.8283605567805066,0.0,3.8283605567805066,0.008721590042114258,1.0
650,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0,1.0
650,10,2,3.8007924622117617,0.0017769336700439453,3.8007924622117617,0.0009984970092773438,1.0
650,10,3,3.7312595786972986,0.0,3.7312595786972986,0.015158414840698242,1.0
650,10,3,3.7312595786972986,0.0,3.7312595786972986,0.012883663177490234,1.0
650,10,4,3.6798386929634175,0.0,3.6798386929634175,0.04007291793823242,1.0
650,10,5,3.49714783528042,0.0,3.49714783528042,0.12057161331176758,1.0
650,10,5,3.49714783528042,0.0008444786071777344,3.49714783528042,0.11893033981323242,1.0
650,10,6,3.4849980006660988,0.0013659000396728516,3.4849980006660988,0.34390950202941895,1.0
700,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
700,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
700,5,2,4.736501412121818,0.0,4.736501412121818,0.004302501678466797,1.0
700,5,2,4.736501412121818,0.0008234977722167969,4.736501412121818,0.0,1.0
700,5,3,4.438159507155088,0.0,4.438159507155088,0.002002239227294922,1.0
700,5,4,4.301958812434207,0.0020017623901367188,4.301958812434207,0.0054454803466796875,1.0
700,5,4,4.301958812434207,0.0,4.301958812434207,0.004361391067504883,1.0
700,5,5,4.0848898503134325,0.0,4.0848898503134325,0.008089542388916016,1.0
700,5,6,3.994647111586393,0.0,3.994647111586393,0.01910996437072754,1.0
700,5,7,3.917728919553684,0.0,3.917728919553684,0.022360563278198242,1.0
700,10,0,3.917728919553684,0.008191823959350586,3.917728919553684,0.0,1.0
700,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0,1.0
700,10,2,3.8007924622117617,0.0,3.8007924622117617,0.0055086612701416016,1.0
700,10,2,3.8007924622117617,0.0,3.8007924622117617,0.002557516098022461,1.0
700,10,3,3.7312595786972986,0.0,3.7312595786972986,0.015773296356201172,1.0
700,10,4,3.6798386929634175,0.0,3.6798386929634175,0.0501856803894043,1.0
700,10,4,3.6798386929634175,0.0,3.6798386929634175,0.043708086013793945,1.0
700,10,5,3.49714783528042,0.0,3.49714783528042,0.13783478736877441,1.0
700,10,6,3.4849980006660988,0.0,3.4849980006660988,0.37303996086120605,1.0
700,10,7,3.371154369952746,0.0,3.371154369952746,0.8951816558837891,1.0
750,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
750,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
750,5,2,4.736501412121818,0.0,4.736501412121818,0.0,1.0
750,5,3,4.438159507155088,0.0020017623901367188,4.438159507155088,0.0021233558654785156,1.0
750,5,3,4.438159507155088,0.0,4.438159507155088,0.0,1.0
750,5,4,4.301958812434207,0.0,4.301958812434207,0.0072705745697021484,1.0
750,5,5,4.0848898503134325,0.0,4.0848898503134325,0.008517742156982422,1.0
750,5,6,3.994647111586393,0.0,3.994647111586393,0.021598339080810547,1.0
750,5,6,3.994647111586393,0.0,3.994647111586393,0.010493755340576172,1.0
750,5,7,3.917728919553684,0.008098363876342773,3.917728919553684,0.023957014083862305,1.0
750,10,0,3.917728919553684,0.0,3.917728919553684,0.0,1.0
750,10,1,3.8283605567805066,0.00807642936706543,3.8283605567805066,0.0,1.0
